Position,Bar,Beat,Tick,Type,Channel,Note,Note_Name,Velocity,Duration_Ticks,Off_Position,Controller,Value
1.1.0,1,1,0,Meta_track_name,,,,,,,,Tristan Kemper
2.1.160,2,1,160,control_change,1,,,,,,47,11
2.1.320,2,1,320,control_change,1,,,,,,51,1
2.1.320,2,1,320,Meta_end_of_track,,,,,,,,
