Position,Bar,Beat,Tick,Type,Channel,Note,Note_Name,Velocity,Duration_Ticks,Off_Position,Controller,Value
105.2.252,105,2,252,Meta_set_tempo,,,,,,,,297438
105.2.372,105,2,372,Meta_set_tempo,,,,,,,,296146
105.3.12,105,3,12,Meta_set_tempo,,,,,,,,294864
105.3.132,105,3,132,Meta_set_tempo,,,,,,,,293593
105.3.252,105,3,252,Meta_set_tempo,,,,,,,,292334
105.3.372,105,3,372,Meta_set_tempo,,,,,,,,291085
105.4.12,105,4,12,Meta_set_tempo,,,,,,,,289847
105.4.132,105,4,132,Meta_set_tempo,,,,,,,,288619
105.4.252,105,4,252,Meta_set_tempo,,,,,,,,286858
106.1.0,106,1,0,Meta_set_tempo,,,,,,,,285714
106.2.0,106,2,0,Meta_set_tempo,,,,,,,,285714
106.3.0,106,3,0,Meta_set_tempo,,,,,,,,285714
106.4.0,106,4,0,Meta_set_tempo,,,,,,,,285714
107.1.0,107,1,0,Meta_set_tempo,,,,,,,,285714
107.2.0,107,2,0,Meta_set_tempo,,,,,,,,285714
107.3.0,107,3,0,Meta_set_tempo,,,,,,,,285714
107.4.0,107,4,0,Meta_set_tempo,,,,,,,,285714
108.1.0,108,1,0,Meta_set_tempo,,,,,,,,285714
108.2.0,108,2,0,Meta_set_tempo,,,,,,,,285714
108.3.0,108,3,0,Meta_set_tempo,,,,,,,,285714
108.4.0,108,4,0,Meta_set_tempo,,,,,,,,285714
109.1.0,109,1,0,Meta_set_tempo,,,,,,,,285714
109.2.0,109,2,0,Meta_set_tempo,,,,,,,,285714
109.3.0,109,3,0,Meta_set_tempo,,,,,,,,285714
109.4.0,109,4,0,Meta_set_tempo,,,,,,,,285714
110.1.0,110,1,0,Meta_set_tempo,,,,,,,,285714
110.2.0,110,2,0,Meta_set_tempo,,,,,,,,285714
110.3.0,110,3,0,Meta_set_tempo,,,,,,,,285714
110.4.0,110,4,0,Meta_set_tempo,,,,,,,,285714
111.1.0,111,1,0,Meta_set_tempo,,,,,,,,285714
111.2.0,111,2,0,Meta_set_tempo,,,,,,,,285714
111.3.0,111,3,0,Meta_set_tempo,,,,,,,,285714
111.4.0,111,4,0,Meta_set_tempo,,,,,,,,285714
112.1.0,112,1,0,Meta_set_tempo,,,,,,,,285714
112.2.0,112,2,0,Meta_set_tempo,,,,,,,,285714
112.3.0,112,3,0,Meta_set_tempo,,,,,,,,285714
112.4.0,112,4,0,Meta_set_tempo,,,,,,,,285714
113.1.0,113,1,0,Meta_set_tempo,,,,,,,,285714
113.2.0,113,2,0,Meta_set_tempo,,,,,,,,285714
113.3.0,113,3,0,Meta_set_tempo,,,,,,,,285714
113.4.0,113,4,0,Meta_set_tempo,,,,,,,,285714
114.1.0,114,1,0,Meta_set_tempo,,,,,,,,285714
114.2.0,114,2,0,Meta_set_tempo,,,,,,,,285714
114.3.0,114,3,0,Meta_set_tempo,,,,,,,,285714
114.4.0,114,4,0,Meta_set_tempo,,,,,,,,285714
115.1.0,115,1,0,Meta_set_tempo,,,,,,,,285714
115.2.0,115,2,0,Meta_set_tempo,,,,,,,,285714
115.3.0,115,3,0,Meta_set_tempo,,,,,,,,285714
115.4.0,115,4,0,Meta_set_tempo,,,,,,,,285714
116.1.0,116,1,0,Meta_set_tempo,,,,,,,,285714
116.2.0,116,2,0,Meta_set_tempo,,,,,,,,285714
116.3.0,116,3,0,Meta_set_tempo,,,,,,,,285714
116.4.0,116,4,0,Meta_set_tempo,,,,,,,,285714
117.1.0,117,1,0,Meta_set_tempo,,,,,,,,285714
117.2.0,117,2,0,Meta_set_tempo,,,,,,,,285714
117.3.0,117,3,0,Meta_set_tempo,,,,,,,,285714
117.4.0,117,4,0,Meta_set_tempo,,,,,,,,285714
118.1.0,118,1,0,Meta_set_tempo,,,,,,,,285714
118.2.0,118,2,0,Meta_set_tempo,,,,,,,,285714
118.3.0,118,3,0,Meta_set_tempo,,,,,,,,285714
118.4.0,118,4,0,Meta_set_tempo,,,,,,,,285714
119.1.0,119,1,0,Meta_set_tempo,,,,,,,,285714
119.2.0,119,2,0,Meta_set_tempo,,,,,,,,285714
119.3.0,119,3,0,Meta_set_tempo,,,,,,,,285714
119.4.0,119,4,0,Meta_set_tempo,,,,,,,,285714
120.1.0,120,1,0,Meta_set_tempo,,,,,,,,285714
120.2.0,120,2,0,Meta_set_tempo,,,,,,,,285714
120.3.0,120,3,0,Meta_set_tempo,,,,,,,,285714
120.4.0,120,4,0,Meta_set_tempo,,,,,,,,285714
121.1.0,121,1,0,Meta_set_tempo,,,,,,,,285714
121.2.0,121,2,0,Meta_set_tempo,,,,,,,,285714
121.3.0,121,3,0,Meta_set_tempo,,,,,,,,285714
121.4.0,121,4,0,Meta_set_tempo,,,,,,,,285714
122.1.0,122,1,0,Meta_set_tempo,,,,,,,,285714
122.2.0,122,2,0,Meta_set_tempo,,,,,,,,285714
122.3.0,122,3,0,Meta_set_tempo,,,,,,,,285714
122.4.0,122,4,0,Meta_set_tempo,,,,,,,,285714
123.1.0,123,1,0,Meta_set_tempo,,,,,,,,288470
123.1.0,123,1,0,Meta_set_tempo,,,,,,,,291262
123.2.0,123,2,0,Meta_set_tempo,,,,,,,,291262
123.3.0,123,3,0,Meta_set_tempo,,,,,,,,291262
123.4.0,123,4,0,Meta_set_tempo,,,,,,,,291262
124.1.0,124,1,0,Meta_set_tempo,,,,,,,,291262
124.2.0,124,2,0,Meta_set_tempo,,,,,,,,291262
124.3.0,124,3,0,Meta_set_tempo,,,,,,,,291262
124.4.0,124,4,0,Meta_set_tempo,,,,,,,,291262
125.1.0,125,1,0,Meta_set_tempo,,,,,,,,291262
125.2.0,125,2,0,Meta_set_tempo,,,,,,,,291262
125.3.0,125,3,0,Meta_set_tempo,,,,,,,,291262
125.4.0,125,4,0,Meta_set_tempo,,,,,,,,291262
126.1.0,126,1,0,Meta_set_tempo,,,,,,,,291262
126.2.0,126,2,0,Meta_set_tempo,,,,,,,,291262
126.3.0,126,3,0,Meta_set_tempo,,,,,,,,291262
126.4.0,126,4,0,Meta_set_tempo,,,,,,,,291262
127.1.0,127,1,0,Meta_set_tempo,,,,,,,,291262
127.2.0,127,2,0,Meta_set_tempo,,,,,,,,291262
127.3.0,127,3,0,Meta_set_tempo,,,,,,,,291262
127.4.0,127,4,0,Meta_set_tempo,,,,,,,,291262
128.1.0,128,1,0,Meta_set_tempo,,,,,,,,291262
128.2.0,128,2,0,Meta_set_tempo,,,,,,,,291262
128.3.0,128,3,0,Meta_set_tempo,,,,,,,,291262
128.4.0,128,4,0,Meta_set_tempo,,,,,,,,291262
129.1.0,129,1,0,Meta_set_tempo,,,,,,,,291262
129.2.0,129,2,0,Meta_set_tempo,,,,,,,,291262
129.3.0,129,3,0,Meta_set_tempo,,,,,,,,291262
129.4.0,129,4,0,Meta_set_tempo,,,,,,,,291262
130.1.0,130,1,0,Meta_set_tempo,,,,,,,,291262
130.2.0,130,2,0,Meta_set_tempo,,,,,,,,291262
130.3.0,130,3,0,Meta_set_tempo,,,,,,,,291262
130.4.0,130,4,0,Meta_set_tempo,,,,,,,,291262
131.1.0,131,1,0,Meta_set_tempo,,,,,,,,288470
131.1.0,131,1,0,Meta_set_tempo,,,,,,,,285714
131.2.0,131,2,0,Meta_set_tempo,,,,,,,,285714
131.3.0,131,3,0,Meta_set_tempo,,,,,,,,285714
131.4.0,131,4,0,Meta_set_tempo,,,,,,,,285714
132.1.0,132,1,0,Meta_set_tempo,,,,,,,,285714
132.2.0,132,2,0,Meta_set_tempo,,,,,,,,285714
132.3.0,132,3,0,Meta_set_tempo,,,,,,,,285714
132.4.0,132,4,0,Meta_set_tempo,,,,,,,,285714
133.1.0,133,1,0,Meta_set_tempo,,,,,,,,285714
133.2.0,133,2,0,Meta_set_tempo,,,,,,,,285714
133.3.0,133,3,0,Meta_set_tempo,,,,,,,,285714
133.4.0,133,4,0,Meta_set_tempo,,,,,,,,285714
134.1.0,134,1,0,Meta_set_tempo,,,,,,,,285714
134.2.0,134,2,0,Meta_set_tempo,,,,,,,,285714
134.3.0,134,3,0,Meta_set_tempo,,,,,,,,285714
134.4.0,134,4,0,Meta_set_tempo,,,,,,,,285714
135.1.0,135,1,0,Meta_set_tempo,,,,,,,,285714
135.2.0,135,2,0,Meta_set_tempo,,,,,,,,285714
135.3.0,135,3,0,Meta_set_tempo,,,,,,,,285714
135.4.0,135,4,0,Meta_set_tempo,,,,,,,,285714
136.1.0,136,1,0,Meta_set_tempo,,,,,,,,285714
136.2.0,136,2,0,Meta_set_tempo,,,,,,,,285714
136.3.0,136,3,0,Meta_set_tempo,,,,,,,,285714
136.4.0,136,4,0,Meta_set_tempo,,,,,,,,285714
137.1.0,137,1,0,Meta_set_tempo,,,,,,,,285714
137.2.0,137,2,0,Meta_set_tempo,,,,,,,,285714
137.3.0,137,3,0,Meta_set_tempo,,,,,,,,285714
137.4.0,137,4,0,Meta_set_tempo,,,,,,,,285714
138.1.0,138,1,0,Meta_set_tempo,,,,,,,,285714
138.2.0,138,2,0,Meta_set_tempo,,,,,,,,285714
138.3.0,138,3,0,Meta_set_tempo,,,,,,,,285714
138.4.0,138,4,0,Meta_set_tempo,,,,,,,,285714
139.1.0,139,1,0,Meta_set_tempo,,,,,,,,285714
139.2.0,139,2,0,Meta_set_tempo,,,,,,,,285714
139.3.0,139,3,0,Meta_set_tempo,,,,,,,,285714
139.4.0,139,4,0,Meta_set_tempo,,,,,,,,285714
140.1.0,140,1,0,Meta_set_tempo,,,,,,,,285714
140.2.0,140,2,0,Meta_set_tempo,,,,,,,,285714
140.3.0,140,3,0,Meta_set_tempo,,,,,,,,285714
140.4.0,140,4,0,Meta_set_tempo,,,,,,,,285714
141.1.0,141,1,0,Meta_set_tempo,,,,,,,,285714
141.2.0,141,2,0,Meta_set_tempo,,,,,,,,285714
141.3.0,141,3,0,Meta_set_tempo,,,,,,,,285714
141.4.0,141,4,0,Meta_set_tempo,,,,,,,,285714
142.1.0,142,1,0,Meta_set_tempo,,,,,,,,285714
142.2.0,142,2,0,Meta_set_tempo,,,,,,,,285714
142.3.0,142,3,0,Meta_set_tempo,,,,,,,,285714
142.4.0,142,4,0,Meta_set_tempo,,,,,,,,285714
143.1.0,143,1,0,Meta_set_tempo,,,,,,,,285714
143.2.0,143,2,0,Meta_set_tempo,,,,,,,,285714
143.3.0,143,3,0,Meta_set_tempo,,,,,,,,285714
143.4.0,143,4,0,Meta_set_tempo,,,,,,,,285714
144.1.0,144,1,0,Meta_set_tempo,,,,,,,,285714
144.2.0,144,2,0,Meta_set_tempo,,,,,,,,285714
144.3.0,144,3,0,Meta_set_tempo,,,,,,,,285714
144.4.0,144,4,0,Meta_set_tempo,,,,,,,,285714
145.1.0,145,1,0,Meta_set_tempo,,,,,,,,285714
145.2.0,145,2,0,Meta_set_tempo,,,,,,,,285714
145.3.0,145,3,0,Meta_set_tempo,,,,,,,,285714
145.4.0,145,4,0,Meta_set_tempo,,,,,,,,285714
146.1.0,146,1,0,Meta_set_tempo,,,,,,,,285714
146.2.0,146,2,0,Meta_set_tempo,,,,,,,,285714
146.3.0,146,3,0,Meta_set_tempo,,,,,,,,285714
146.4.0,146,4,0,Meta_set_tempo,,,,,,,,285714
147.1.0,147,1,0,Meta_set_tempo,,,,,,,,285714
147.2.0,147,2,0,Meta_set_tempo,,,,,,,,285714
147.3.0,147,3,0,Meta_set_tempo,,,,,,,,285714
147.4.0,147,4,0,Meta_set_tempo,,,,,,,,285714
148.1.0,148,1,0,Meta_set_tempo,,,,,,,,285714
148.2.0,148,2,0,Meta_set_tempo,,,,,,,,285714
148.3.0,148,3,0,Meta_set_tempo,,,,,,,,285714
148.4.0,148,4,0,Meta_set_tempo,,,,,,,,285714
149.1.0,149,1,0,Meta_set_tempo,,,,,,,,285714
149.2.0,149,2,0,Meta_set_tempo,,,,,,,,285714
149.3.0,149,3,0,Meta_set_tempo,,,,,,,,285714
149.4.0,149,4,0,Meta_set_tempo,,,,,,,,285714
150.1.0,150,1,0,Meta_set_tempo,,,,,,,,285714
150.2.0,150,2,0,Meta_set_tempo,,,,,,,,285714
150.3.0,150,3,0,Meta_set_tempo,,,,,,,,285714
150.4.0,150,4,0,Meta_set_tempo,,,,,,,,285714
151.1.0,151,1,0,Meta_set_tempo,,,,,,,,285714
151.2.0,151,2,0,Meta_set_tempo,,,,,,,,285714
151.3.0,151,3,0,Meta_set_tempo,,,,,,,,285714
151.4.0,151,4,0,Meta_set_tempo,,,,,,,,285714
152.1.0,152,1,0,Meta_set_tempo,,,,,,,,285714
152.2.0,152,2,0,Meta_set_tempo,,,,,,,,285714
152.3.0,152,3,0,Meta_set_tempo,,,,,,,,285714
152.4.0,152,4,0,Meta_set_tempo,,,,,,,,285714
153.1.0,153,1,0,Meta_set_tempo,,,,,,,,285714
153.2.0,153,2,0,Meta_set_tempo,,,,,,,,285714
153.3.0,153,3,0,Meta_set_tempo,,,,,,,,285714
153.4.0,153,4,0,Meta_set_tempo,,,,,,,,285714
154.1.0,154,1,0,Meta_set_tempo,,,,,,,,285714
154.2.0,154,2,0,Meta_set_tempo,,,,,,,,285714
154.3.0,154,3,0,Meta_set_tempo,,,,,,,,285714
154.4.0,154,4,0,Meta_set_tempo,,,,,,,,285714
155.1.0,155,1,0,Meta_set_tempo,,,,,,,,285714
155.2.0,155,2,0,Meta_set_tempo,,,,,,,,285714
155.3.0,155,3,0,Meta_set_tempo,,,,,,,,285714
155.4.0,155,4,0,Meta_set_tempo,,,,,,,,285714
156.1.0,156,1,0,Meta_set_tempo,,,,,,,,285714
156.2.0,156,2,0,Meta_set_tempo,,,,,,,,285714
156.3.0,156,3,0,Meta_set_tempo,,,,,,,,285714
156.4.0,156,4,0,Meta_set_tempo,,,,,,,,285714
157.1.0,157,1,0,Meta_set_tempo,,,,,,,,285714
157.2.0,157,2,0,Meta_set_tempo,,,,,,,,285714
157.3.0,157,3,0,Meta_set_tempo,,,,,,,,285714
157.4.0,157,4,0,Meta_set_tempo,,,,,,,,285714
158.1.0,158,1,0,Meta_set_tempo,,,,,,,,285714
158.2.0,158,2,0,Meta_set_tempo,,,,,,,,285714
158.3.0,158,3,0,Meta_set_tempo,,,,,,,,285714
158.4.0,158,4,0,Meta_set_tempo,,,,,,,,285714
159.1.0,159,1,0,Meta_set_tempo,,,,,,,,285714
159.2.0,159,2,0,Meta_set_tempo,,,,,,,,285714
159.3.0,159,3,0,Meta_set_tempo,,,,,,,,285714
159.4.0,159,4,0,Meta_set_tempo,,,,,,,,285714
160.1.0,160,1,0,Meta_set_tempo,,,,,,,,285714
160.2.0,160,2,0,Meta_set_tempo,,,,,,,,285714
160.3.0,160,3,0,Meta_set_tempo,,,,,,,,285714
160.4.0,160,4,0,Meta_set_tempo,,,,,,,,285714
161.1.0,161,1,0,Meta_set_tempo,,,,,,,,285714
161.2.0,161,2,0,Meta_set_tempo,,,,,,,,285714
161.3.0,161,3,0,Meta_set_tempo,,,,,,,,285714
161.4.0,161,4,0,Meta_set_tempo,,,,,,,,285714
162.1.0,162,1,0,Meta_set_tempo,,,,,,,,285714
162.2.0,162,2,0,Meta_set_tempo,,,,,,,,285714
162.3.0,162,3,0,Meta_set_tempo,,,,,,,,285714
162.4.0,162,4,0,Meta_set_tempo,,,,,,,,285714
163.1.0,163,1,0,Meta_set_tempo,,,,,,,,288470
163.1.0,163,1,0,Meta_set_tempo,,,,,,,,291262
163.2.0,163,2,0,Meta_set_tempo,,,,,,,,291262
163.3.0,163,3,0,Meta_set_tempo,,,,,,,,291262
163.4.0,163,4,0,Meta_set_tempo,,,,,,,,291262
164.1.0,164,1,0,Meta_set_tempo,,,,,,,,291262
164.2.0,164,2,0,Meta_set_tempo,,,,,,,,291262
164.3.0,164,3,0,Meta_set_tempo,,,,,,,,291262
164.4.0,164,4,0,Meta_set_tempo,,,,,,,,291262
165.1.0,165,1,0,Meta_set_tempo,,,,,,,,291262
165.2.0,165,2,0,Meta_set_tempo,,,,,,,,291262
165.3.0,165,3,0,Meta_set_tempo,,,,,,,,291262
165.4.0,165,4,0,Meta_set_tempo,,,,,,,,291262
166.1.0,166,1,0,Meta_set_tempo,,,,,,,,291262
166.2.0,166,2,0,Meta_set_tempo,,,,,,,,291262
166.3.0,166,3,0,Meta_set_tempo,,,,,,,,291262
166.4.0,166,4,0,Meta_set_tempo,,,,,,,,291262
167.1.0,167,1,0,Meta_set_tempo,,,,,,,,291262
167.2.0,167,2,0,Meta_set_tempo,,,,,,,,291262
167.3.0,167,3,0,Meta_set_tempo,,,,,,,,291262
167.4.0,167,4,0,Meta_set_tempo,,,,,,,,291262
168.1.0,168,1,0,Meta_set_tempo,,,,,,,,291262
168.2.0,168,2,0,Meta_set_tempo,,,,,,,,291262
168.3.0,168,3,0,Meta_set_tempo,,,,,,,,291262
168.4.0,168,4,0,Meta_set_tempo,,,,,,,,291262
169.1.0,169,1,0,Meta_set_tempo,,,,,,,,291262
169.2.0,169,2,0,Meta_set_tempo,,,,,,,,291262
169.3.0,169,3,0,Meta_set_tempo,,,,,,,,291262
169.4.0,169,4,0,Meta_set_tempo,,,,,,,,291262
170.1.0,170,1,0,Meta_set_tempo,,,,,,,,291262
170.2.0,170,2,0,Meta_set_tempo,,,,,,,,291262
170.3.0,170,3,0,Meta_set_tempo,,,,,,,,291262
170.4.0,170,4,0,Meta_set_tempo,,,,,,,,291262
171.1.0,171,1,0,Meta_set_tempo,,,,,,,,291262
171.2.0,171,2,0,Meta_set_tempo,,,,,,,,291262
171.3.0,171,3,0,Meta_set_tempo,,,,,,,,291262
171.4.0,171,4,0,Meta_set_tempo,,,,,,,,291262
172.1.0,172,1,0,Meta_set_tempo,,,,,,,,291262
172.2.0,172,2,0,Meta_set_tempo,,,,,,,,291262
172.3.0,172,3,0,Meta_set_tempo,,,,,,,,291262
172.4.0,172,4,0,Meta_set_tempo,,,,,,,,291262
173.1.0,173,1,0,Meta_set_tempo,,,,,,,,291262
173.2.0,173,2,0,Meta_set_tempo,,,,,,,,291262
173.3.0,173,3,0,Meta_set_tempo,,,,,,,,291262
173.4.0,173,4,0,Meta_set_tempo,,,,,,,,291262
174.1.0,174,1,0,Meta_set_tempo,,,,,,,,291262
174.2.0,174,2,0,Meta_set_tempo,,,,,,,,291262
174.3.0,174,3,0,Meta_set_tempo,,,,,,,,291262
174.4.0,174,4,0,Meta_set_tempo,,,,,,,,291262
175.1.0,175,1,0,Meta_set_tempo,,,,,,,,291262
175.2.0,175,2,0,Meta_set_tempo,,,,,,,,291262
175.3.0,175,3,0,Meta_set_tempo,,,,,,,,291262
175.4.0,175,4,0,Meta_set_tempo,,,,,,,,291262
176.1.0,176,1,0,Meta_set_tempo,,,,,,,,291262
176.2.0,176,2,0,Meta_set_tempo,,,,,,,,291262
176.3.0,176,3,0,Meta_set_tempo,,,,,,,,291262
176.4.0,176,4,0,Meta_set_tempo,,,,,,,,291262
177.1.0,177,1,0,Meta_set_tempo,,,,,,,,291262
177.2.0,177,2,0,Meta_set_tempo,,,,,,,,291262
177.3.0,177,3,0,Meta_set_tempo,,,,,,,,291262
177.4.0,177,4,0,Meta_set_tempo,,,,,,,,291262
178.1.0,178,1,0,Meta_set_tempo,,,,,,,,291262
178.2.0,178,2,0,Meta_set_tempo,,,,,,,,291262
178.3.0,178,3,0,Meta_set_tempo,,,,,,,,291262
178.4.0,178,4,0,Meta_set_tempo,,,,,,,,291262
179.1.0,179,1,0,Meta_set_tempo,,,,,,,,291262
179.2.0,179,2,0,Meta_set_tempo,,,,,,,,291262
179.3.0,179,3,0,Meta_set_tempo,,,,,,,,291262
179.4.0,179,4,0,Meta_set_tempo,,,,,,,,291262
180.1.0,180,1,0,Meta_set_tempo,,,,,,,,291262
180.2.0,180,2,0,Meta_set_tempo,,,,,,,,291262
180.3.0,180,3,0,Meta_set_tempo,,,,,,,,291262
180.4.0,180,4,0,Meta_set_tempo,,,,,,,,291262
181.1.0,181,1,0,Meta_set_tempo,,,,,,,,291262
181.2.0,181,2,0,Meta_set_tempo,,,,,,,,291262
181.3.0,181,3,0,Meta_set_tempo,,,,,,,,291262
181.4.0,181,4,0,Meta_set_tempo,,,,,,,,291262
182.1.0,182,1,0,Meta_set_tempo,,,,,,,,291262
182.2.0,182,2,0,Meta_set_tempo,,,,,,,,291262
182.3.0,182,3,0,Meta_set_tempo,,,,,,,,291262
182.4.0,182,4,0,Meta_set_tempo,,,,,,,,291262
183.1.0,183,1,0,Meta_set_tempo,,,,,,,,291262
183.2.0,183,2,0,Meta_set_tempo,,,,,,,,291262
183.3.0,183,3,0,Meta_set_tempo,,,,,,,,291262
183.4.0,183,4,0,Meta_set_tempo,,,,,,,,291262
184.1.0,184,1,0,Meta_set_tempo,,,,,,,,291262
184.2.0,184,2,0,Meta_set_tempo,,,,,,,,291262
184.3.0,184,3,0,Meta_set_tempo,,,,,,,,291262
184.4.0,184,4,0,Meta_set_tempo,,,,,,,,291262
185.1.0,185,1,0,Meta_set_tempo,,,,,,,,291262
185.2.0,185,2,0,Meta_set_tempo,,,,,,,,291262
185.3.0,185,3,0,Meta_set_tempo,,,,,,,,291262
185.4.0,185,4,0,Meta_set_tempo,,,,,,,,291262
186.1.0,186,1,0,Meta_set_tempo,,,,,,,,293539
186.1.120,186,1,120,Meta_set_tempo,,,,,,,,298189
186.1.240,186,1,240,Meta_set_tempo,,,,,,,,302989
186.1.360,186,1,360,Meta_set_tempo,,,,,,,,307945
186.2.0,186,2,0,Meta_set_tempo,,,,,,,,313067
186.2.120,186,2,120,Meta_set_tempo,,,,,,,,318362
186.2.240,186,2,240,Meta_set_tempo,,,,,,,,323840
186.2.360,186,2,360,Meta_set_tempo,,,,,,,,329509
186.3.0,186,3,0,Meta_set_tempo,,,,,,,,335380
186.3.120,186,3,120,Meta_set_tempo,,,,,,,,341464
186.3.240,186,3,240,Meta_set_tempo,,,,,,,,347773
186.3.360,186,3,360,Meta_set_tempo,,,,,,,,354319
186.4.0,186,4,0,Meta_set_tempo,,,,,,,,361116
186.4.120,186,4,120,Meta_set_tempo,,,,,,,,368180
186.4.240,186,4,240,Meta_set_tempo,,,,,,,,375525
186.4.360,186,4,360,Meta_set_tempo,,,,,,,,383170
187.1.0,187,1,0,Meta_set_tempo,,,,,,,,387096
187.1.0,187,1,0,Meta_end_of_track,,,,,,,,
