Position,Bar,Beat,Tick,Type,Channel,Note,Note_Name,Velocity,Duration_Ticks,Off_Position,Controller,Value
1.1.0,1,1,0,Meta_track_name,,,,,,,,Tristan Kemper
25.1.112,25,1,112,control_change,1,,,,,,52,1
25.1.240,25,1,240,control_change,1,,,,,,47,1
25.1.240,25,1,240,Meta_end_of_track,,,,,,,,
