Position,Bar,Beat,Tick,Type,Channel,Note,Note_Name,Velocity,Duration_Ticks,Off_Position,Controller,Value
1.1.0,1,1,0,Meta_track_name,,,,,,,,Lights
1.1.0,1,1,0,control_change,0,,,,,,3,11
1.1.0,1,1,0,Note,0,35,B1,100,240,1.1.240,,
233.4.0,233,4,0,control_change,0,,,,,,3,11
233.4.0,233,4,0,Note,0,48,C3,100,240,233.4.240,,
233.4.240,233,4,240,Meta_end_of_track,,,,,,,,
